,Year,Host_City,Host_Country,Country,Country_Code,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,P_TotalPer10MPop,Continent
977,2012,London,Great Britain,Lao People's Democratic Republic,LAO,0,0,0,0,1,0,1,6444527,1.55,Asia
978,2012,London,Great Britain,Latvia,LAT,1,1,0,2,6,2,8,2034319,39.33,Europe
979,2012,London,Great Britain,Lebanon,LBN,0,0,0,0,1,0,1,5537620,1.81,Asia
980,2012,London,Great Britain,Lesotho,LES,0,0,0,0,0,1,1,2014988,4.96,Africa
981,2012,London,Great Britain,Liberia,LBR,0,0,0,0,1,0,1,4135662,2.42,Africa
982,2012,London,Great Britain,Libya,LBA,0,0,0,0,2,0,2,6285751,3.18,Africa
983,2012,London,Great Britain,Lithuania,LTU,0,0,0,0,9,2,11,2987773,36.82,Europe
984,2012,London,Great Britain,"Macao, China",MAC,0,0,0,0,1,1,2,,,Asia
985,2012,London,Great Britain,Madagascar,MAD,0,0,0,0,1,0,1,22346641,0.45,Africa
986,2012,London,Great Britain,Malaysia,MAS,0,1,1,2,16,6,22,29068189,7.57,Asia
987,2012,London,Great Britain,Mali,MLI,0,0,0,0,1,0,1,15979492,0.63,Africa
988,2012,London,Great Britain,Malta,MLT,0,0,0,0,1,0,1,420028,23.81,Europe
989,2012,London,Great Britain,Mauritania,MTN,0,0,0,0,1,1,2,3706555,5.4,Africa
990,2012,London,Great Britain,Mauritius,MRI,0,0,0,0,1,1,2,1255882,15.93,Africa
991,2012,London,Great Britain,Mexico,MEX,6,4,11,21,37,44,81,117274156,6.91,North America
992,2012,London,Great Britain,Republic of Moldova,MDA,0,0,0,0,1,1,2,2859458,6.99,Europe
993,2012,London,Great Britain,Mongolia,MGL,0,0,0,0,3,3,6,2824698,21.24,Asia
994,2012,London,Great Britain,Montenegro,MNE,0,0,0,0,0,1,1,620601,16.11,Europe
995,2012,London,Great Britain,Morocco,MAR,3,0,3,6,24,6,30,33241898,9.02,Africa
996,2012,London,Great Britain,Mozambique,MOZ,0,0,0,0,1,1,2,24862673,0.8,Africa
997,2012,London,Great Britain,Myanmar,MYA,0,0,0,0,2,0,2,51413703,0.39,Asia
998,2012,London,Great Britain,Namibia,NAM,1,1,0,2,4,1,5,2194777,22.78,Africa
999,2012,London,Great Britain,Nepal,NEP,0,0,0,0,1,1,2,26989160,0.74,Asia
1000,2012,London,Great Britain,Netherlands,NED,10,10,19,39,39,49,88,16754962,52.52,Europe
1001,2012,London,Great Britain,New Zealand,NZL,6,7,4,17,11,12,23,4408100,52.18,Oceania
1002,2012,London,Great Britain,Nicaragua,NCA,0,0,0,0,1,1,2,5982530,3.34,North America
1003,2012,London,Great Britain,Niger,NIG,0,0,0,0,1,1,2,17795209,1.12,Africa
1004,2012,London,Great Britain,Nigeria,NGR,6,5,2,13,17,12,29,167228803,1.73,Africa
1005,2012,London,Great Britain,North Macedonia,MKD,1,0,0,1,1,1,2,2074275,9.64,Europe
1006,2012,London,Great Britain,Norway,NOR,3,2,3,8,13,9,22,5018573,43.84,Europe
1007,2012,London,Great Britain,Oman,OMA,0,0,0,0,2,0,2,3498031,5.72,Asia
1008,2012,London,Great Britain,Pakistan,PAK,0,0,0,0,2,0,2,187280125,0.11,Asia
1009,2012,London,Great Britain,Palestine,PLE,0,0,0,0,2,0,2,,,Asia
1010,2012,London,Great Britain,Panama,PAN,0,0,0,0,1,1,2,3770635,5.3,North America
1011,2012,London,Great Britain,Papua New Guinea,PNG,0,0,0,0,2,0,2,7631003,2.62,Oceania
1012,2012,London,Great Britain,Peru,PER,0,0,0,0,1,0,1,29506790,0.34,South America
1013,2012,London,Great Britain,Philippines,PHI,0,0,0,0,4,5,9,97212639,0.93,Asia
1014,2012,London,Great Britain,Poland,POL,14,13,9,36,64,35,99,38063164,26.01,Europe
1015,2012,London,Great Britain,Portugal,POR,0,1,2,3,22,8,30,10514844,28.53,Europe
1016,2012,London,Great Britain,Puerto Rico,PUR,0,0,0,0,2,0,2,3634488,5.5,North America
1017,2012,London,Great Britain,Qatar,QAT,0,0,0,0,1,0,1,2196078,4.55,Asia
1018,2012,London,Great Britain,Romania,ROU,1,1,0,2,4,1,5,20058035,2.49,Europe
1019,2012,London,Great Britain,Russian Federation,RUS,36,38,28,102,120,61,181,,,Europe
1020,2012,London,Great Britain,Rwanda,RWA,0,0,0,0,14,0,14,10549668,13.27,Africa
1021,2012,London,Great Britain,Samoa,SAM,0,0,0,0,1,1,2,189089,105.77,Oceania
1022,2012,London,Great Britain,San Marino,SMR,0,0,0,0,1,0,1,32103,311.5,Europe
1023,2012,London,Great Britain,Saudi Arabia,KSA,0,1,0,1,4,0,4,29154906,1.37,Asia
1024,2012,London,Great Britain,Senegal,SEN,0,0,0,0,1,0,1,13401990,0.75,Africa
1025,2012,London,Great Britain,Serbia,SRB,2,3,0,5,9,4,13,7199077,18.06,Europe
1026,2012,London,Great Britain,Sierra Leone,SLE,0,0,0,0,1,0,1,6712586,1.49,Africa
1027,2012,London,Great Britain,Singapore,SGP,0,1,1,2,2,6,8,5312437,15.06,Asia
1028,2012,London,Great Britain,Slovakia,SVK,2,1,3,6,25,8,33,5407579,61.03,Europe
1029,2012,London,Great Britain,Slovenia,SLO,0,1,0,1,7,15,22,2057159,106.94,Europe
1030,2012,London,Great Britain,Solomon Islands,SOL,0,0,0,0,0,1,1,556066,17.98,Oceania
1031,2012,London,Great Britain,South Africa,RSA,8,12,9,29,44,18,62,52832659,11.74,Africa
1032,2012,London,Great Britain,Spain,ESP,8,18,16,42,98,29,127,46773055,27.15,Europe
1033,2012,London,Great Britain,Sri Lanka,SRI,0,0,1,1,6,1,7,20425000,3.43,Asia
1034,2012,London,Great Britain,Suriname,SUR,0,0,0,0,1,0,1,541247,18.48,South America
1035,2012,London,Great Britain,Sweden,SWE,4,4,4,12,40,19,59,9519374,61.98,Europe
1036,2012,London,Great Britain,Switzerland,SUI,3,6,4,13,15,10,25,7996861,31.26,Europe
1037,2012,London,Great Britain,Syrian Arab Republic,SYR,0,0,0,0,3,2,5,20438861,2.45,Asia
1038,2012,London,Great Britain,Tajikistan,TJK,0,0,0,0,1,0,1,7874838,1.27,Asia
1039,2012,London,Great Britain,Tanzania,TAN,0,0,0,0,1,0,1,,,Africa
1040,2012,London,Great Britain,Thailand,THA,4,2,2,8,38,11,49,67835969,7.22,Asia
1041,2012,London,Great Britain,Timor-Leste,TLS,0,0,0,0,1,0,1,1133002,8.83,Asia
1042,2012,London,Great Britain,Tonga,TGA,0,0,0,0,1,0,1,102736,97.34,Oceania
1043,2012,London,Great Britain,Trinidad and Tobago,TTO,0,0,0,0,1,1,2,1344814,14.87,North America
1044,2012,London,Great Britain,Tunisia,TUN,9,5,5,19,18,13,31,10846993,28.58,Africa
1045,2012,London,Great Britain,Turkey,TUR,1,5,4,10,46,21,67,74651046,8.98,Europe
1046,2012,London,Great Britain,Turkmenistan,TKM,0,0,0,0,3,2,5,5267906,9.49,Asia
1047,2012,London,Great Britain,US Virgin Islands,ISV,0,0,0,0,0,1,1,108188,92.43,North America
1048,2012,London,Great Britain,Uganda,UGA,0,0,0,0,1,1,2,34558700,0.58,Africa
1049,2012,London,Great Britain,Ukraine,UKR,32,24,28,84,83,65,148,45593342,32.46,Europe
1050,2012,London,Great Britain,United Arab Emirates,UAE,1,1,1,3,11,4,15,9141598,16.41,Asia
1051,2012,London,Great Britain,United States of America,USA,31,29,38,98,128,93,221,313877662,7.04,North America
1052,2012,London,Great Britain,Uruguay,URU,0,0,0,0,1,0,1,3378975,2.96,South America
1053,2012,London,Great Britain,Uzbekistan,UZB,0,1,0,1,8,2,10,29774500,3.36,Asia
1054,2012,London,Great Britain,Vanuatu,VAN,0,0,0,0,1,0,1,249505,40.08,Oceania
1055,2012,London,Great Britain,Venezuela,VEN,0,0,2,2,21,6,27,29360827,9.2,South America
1056,2012,London,Great Britain,Vietnam,VIE,0,0,0,0,6,5,11,89801926,1.22,Asia
1057,2012,London,Great Britain,Zambia,ZAM,0,0,0,0,1,1,2,14465148,1.38,Africa
1058,2012,London,Great Britain,Zimbabwe,ZIM,0,0,0,0,2,0,2,13115149,1.52,Africa
1059,2016,Rio de Janeiro,Brazil,Afghanistan,AFG,0,0,0,0,1,0,1,35383028,0.28,Asia
1060,2016,Rio de Janeiro,Brazil,Algeria,ALG,4,5,7,16,34,26,60,40551398,14.8,Africa
1061,2016,Rio de Janeiro,Brazil,Angola,ANG,0,0,0,0,2,2,4,28842482,1.39,Africa
1062,2016,Rio de Janeiro,Brazil,Argentina,ARG,1,1,3,5,56,26,82,43590368,18.81,South America
1063,2016,Rio de Janeiro,Brazil,Armenia,ARM,0,0,0,0,0,2,2,2936147,6.81,Europe
1064,2016,Rio de Janeiro,Brazil,Aruba,ARU,0,0,0,0,1,0,1,104865,95.36,North America
1065,2016,Rio de Janeiro,Brazil,Australia,AUS,22,30,29,81,101,69,170,24190907,70.27,Oceania
1066,2016,Rio de Janeiro,Brazil,Austria,AUT,1,4,4,9,21,6,27,8736668,30.9,Europe
1067,2016,Rio de Janeiro,Brazil,Azerbaijan,AZE,1,8,2,11,18,5,23,9757812,23.57,Europe
1068,2016,Rio de Janeiro,Brazil,Bahrain,BRN,1,0,0,1,0,2,2,1425793,14.03,Asia
1069,2016,Rio de Janeiro,Brazil,Belarus,BLR,8,0,2,10,10,10,20,9501534,21.05,Europe
1070,2016,Rio de Janeiro,Brazil,Belgium,BEL,5,3,3,11,19,10,29,11331422,25.59,Europe
1071,2016,Rio de Janeiro,Brazil,Benin,BEN,0,0,0,0,1,0,1,10872072,0.92,Africa
1072,2016,Rio de Janeiro,Brazil,Bermuda,BER,0,0,0,0,0,2,2,64554,309.82,North America
1073,2016,Rio de Janeiro,Brazil,Bosnia and Herzegovina,BIH,0,1,0,1,13,1,14,3386263,41.34,Europe
1074,2016,Rio de Janeiro,Brazil,Botswana,BOT,0,0,0,0,1,0,1,2159925,4.63,Africa
1075,2016,Rio de Janeiro,Brazil,Brazil,BRA,14,29,29,72,184,102,286,206163056,13.87,South America
1076,2016,Rio de Janeiro,Brazil,Bulgaria,BUL,1,0,0,1,4,3,7,7127822,9.82,Europe
1077,2016,Rio de Janeiro,Brazil,Burkina Faso,BUR,0,0,0,0,1,0,1,18646350,0.54,Africa
1078,2016,Rio de Janeiro,Brazil,Burundi,BDI,0,0,0,0,1,0,1,10488002,0.95,Africa
1079,2016,Rio de Janeiro,Brazil,Cambodia,CAM,0,0,0,0,1,0,1,15766290,0.63,Asia
1080,2016,Rio de Janeiro,Brazil,Cameroon,CMR,0,0,0,0,1,0,1,23926549,0.42,Africa
1081,2016,Rio de Janeiro,Brazil,Canada,CAN,8,10,11,29,80,73,153,36109487,42.37,North America
1082,2016,Rio de Janeiro,Brazil,Cape Verde,CPV,0,0,1,1,2,0,2,531140,37.65,Africa
1083,2016,Rio de Janeiro,Brazil,Central African Republic,CAF,0,0,0,0,1,0,1,4537683,2.2,Africa
1084,2016,Rio de Janeiro,Brazil,Chile,CHI,0,0,0,0,7,8,15,18209072,8.24,South America
1085,2016,Rio de Janeiro,Brazil,People's Republic of China,CHN,107,81,51,239,161,146,307,1378665000,2.23,Asia
1086,2016,Rio de Janeiro,Brazil,Chinese Taipei,TPE,0,1,1,2,5,8,13,,,Asia
1087,2016,Rio de Janeiro,Brazil,Colombia,COL,2,5,10,17,26,13,39,48175048,8.1,South America
1088,2016,Rio de Janeiro,Brazil,Congo,CGO,0,0,0,0,1,0,1,4980996,2.01,Africa
1089,2016,Rio de Janeiro,Brazil,Costa Rica,CRC,0,0,0,0,2,1,3,4899336,6.12,North America
1090,2016,Rio de Janeiro,Brazil,Côte d'Ivoire,CIV,0,1,0,1,3,2,5,,,Africa
1091,2016,Rio de Janeiro,Brazil,Croatia,CRO,2,2,1,5,12,7,19,4174349,45.52,Europe
1092,2016,Rio de Janeiro,Brazil,Cuba,CUB,8,1,6,15,16,6,22,11335108,19.41,North America
1093,2016,Rio de Janeiro,Brazil,Cyprus,CYP,0,0,0,0,1,1,2,1170189,17.09,Europe
1094,2016,Rio de Janeiro,Brazil,Czech Republic,CZE,1,2,4,7,23,14,37,10566332,35.02,Europe
1095,2016,Rio de Janeiro,Brazil,Denmark,DEN,1,2,4,7,13,8,21,5728010,36.66,Europe
1096,2016,Rio de Janeiro,Brazil,Dominican Republic,DOM,0,0,0,0,2,0,2,10397738,1.92,North America
1097,2016,Rio de Janeiro,Brazil,DR Congo,COD,0,0,0,0,1,1,2,,,Africa
1098,2016,Rio de Janeiro,Brazil,Ecuador,ECU,0,0,0,0,4,1,5,16491116,3.03,South America
1099,2016,Rio de Janeiro,Brazil,Egypt,EGY,3,5,4,12,34,11,45,94447071,4.76,Africa
1100,2016,Rio de Janeiro,Brazil,El Salvador,ESA,0,0,0,0,1,0,1,6356137,1.57,North America
1101,2016,Rio de Janeiro,Brazil,Estonia,EST,0,0,0,0,2,4,6,1315790,45.6,Europe
1102,2016,Rio de Janeiro,Brazil,Ethiopia,ETH,0,1,0,1,4,1,5,103603461,0.48,Africa
1103,2016,Rio de Janeiro,Brazil,Faroe Islands,FRO,0,0,0,0,0,1,1,48173,207.59,Europe
1104,2016,Rio de Janeiro,Brazil,Fiji,FIJ,0,0,0,0,1,1,2,872406,22.93,Oceania
1105,2016,Rio de Janeiro,Brazil,Finland,FIN,1,1,1,3,19,7,26,5495303,47.31,Europe
1106,2016,Rio de Janeiro,Brazil,France,FRA,9,5,14,28,80,42,122,66724104,18.28,Europe
1107,2016,Rio de Janeiro,Brazil,Gabon,GAB,0,0,0,0,1,0,1,2007882,4.98,Africa
1108,2016,Rio de Janeiro,Brazil,Gambia,GAM,0,0,0,0,1,0,1,2149134,4.65,Africa
1109,2016,Rio de Janeiro,Brazil,Georgia,GEO,1,0,0,1,3,2,5,3727505,13.41,Europe
1110,2016,Rio de Janeiro,Brazil,Germany,GER,18,25,14,57,89,66,155,82348669,18.82,Europe
1111,2016,Rio de Janeiro,Brazil,Ghana,GHA,0,0,0,0,3,0,3,28481947,1.05,Africa
1112,2016,Rio de Janeiro,Brazil,Great Britain,GBR,64,39,44,147,151,100,251,65611593,38.26,Europe
1113,2016,Rio de Janeiro,Brazil,Greece,GRE,5,4,4,13,44,16,60,10775971,55.68,Europe
1114,2016,Rio de Janeiro,Brazil,Guatemala,GUA,0,0,0,0,1,0,1,15827690,0.63,North America
1115,2016,Rio de Janeiro,Brazil,Guinea,GUY,0,0,0,0,1,0,1,11738434,0.85,Africa
1116,2016,Rio de Janeiro,Brazil,Guinea-Bissau,GBS,0,0,0,0,1,0,1,1782434,5.61,Africa
1117,2016,Rio de Janeiro,Brazil,Haiti,HAI,0,0,0,0,1,0,1,10839976,0.92,North America
1118,2016,Rio de Janeiro,Brazil,Honduras,HON,0,0,0,0,2,0,2,9270794,2.16,North America
1119,2016,Rio de Janeiro,Brazil,"Hong Kong, China",HKG,2,2,2,6,9,15,24,7336600,32.71,Asia
1120,2016,Rio de Janeiro,Brazil,Hungary,HUN,1,8,9,18,19,24,43,9814023,43.81,Europe
1121,2016,Rio de Janeiro,Brazil,Iceland,ISL,0,0,0,0,3,2,5,335439,149.06,Europe
1122,2016,Rio de Janeiro,Brazil,India,IND,2,1,1,4,16,3,19,1324517250,0.14,Asia
1123,2016,Rio de Janeiro,Brazil,Individual Paralympic Athletes,IPA,0,0,0,0,2,0,2,,,Others
1124,2016,Rio de Janeiro,Brazil,Indonesia,INA,0,0,1,1,6,3,9,261556386,0.34,Asia
1125,2016,Rio de Janeiro,Brazil,Islamic Republic of Iran,IRI,8,9,7,24,85,23,108,79563991,13.57,Asia
1126,2016,Rio de Janeiro,Brazil,Iraq,IRQ,2,3,0,5,12,2,14,36610632,3.82,Asia
1127,2016,Rio de Janeiro,Brazil,Ireland,IRL,4,4,3,11,30,14,44,4755335,92.53,Europe
1128,2016,Rio de Janeiro,Brazil,Israel,ISR,0,0,3,3,17,16,33,8546000,38.61,Asia
1129,2016,Rio de Janeiro,Brazil,Italy,ITA,10,14,15,39,60,40,100,60627498,16.49,Europe
1130,2016,Rio de Janeiro,Brazil,Jamaica,JAM,0,0,0,0,2,1,3,2906242,10.32,North America
1131,2016,Rio de Janeiro,Brazil,Japan,JPN,0,10,14,24,86,46,132,126994511,10.39,Asia
1132,2016,Rio de Janeiro,Brazil,Jordan,JOR,0,2,1,3,7,3,10,9554286,10.47,Asia
1133,2016,Rio de Janeiro,Brazil,Kazakhstan,KAZ,1,1,0,2,7,4,11,17794055,6.18,Europe
1134,2016,Rio de Janeiro,Brazil,Kenya,KEN,3,1,2,6,7,2,9,49051531,1.83,Africa
1135,2016,Rio de Janeiro,Brazil,Republic of Korea,KOR,7,11,17,35,53,29,82,51217803,16.01,Asia
1136,2016,Rio de Janeiro,Brazil,Korea DPR,PRK,0,0,0,0,1,1,2,,,Asia
1137,2016,Rio de Janeiro,Brazil,Kuwait,KUW,1,0,0,1,6,0,6,3956862,15.16,Asia
1138,2016,Rio de Janeiro,Brazil,Kyrgyzstan,KGZ,0,0,0,0,3,0,3,6079500,4.93,Asia
1139,2016,Rio de Janeiro,Brazil,Lao People's Democratic Republic,LAO,0,0,0,0,1,0,1,6845848,1.46,Asia
1140,2016,Rio de Janeiro,Brazil,Latvia,LAT,2,0,2,4,6,5,11,1959537,56.14,Europe
1141,2016,Rio de Janeiro,Brazil,Lesotho,LES,0,0,0,0,1,1,2,2075041,9.64,Africa
1142,2016,Rio de Janeiro,Brazil,Libya,LBA,0,0,0,0,1,2,3,6492160,4.62,Africa
1143,2016,Rio de Janeiro,Brazil,Lithuania,LTU,2,1,0,3,12,1,13,2868231,45.32,Europe
1144,2016,Rio de Janeiro,Brazil,Luxembourg,LUX,0,0,0,0,3,0,3,582014,51.55,Europe
1145,2016,Rio de Janeiro,Brazil,"Macao, China",MAC,0,0,0,0,1,0,1,,,Asia
1146,2016,Rio de Janeiro,Brazil,Madagascar,MAD,0,0,0,0,1,0,1,24894370,0.4,Africa
1147,2016,Rio de Janeiro,Brazil,Malawi,MAW,0,0,0,0,0,1,1,17205253,0.58,Africa
1148,2016,Rio de Janeiro,Brazil,Malaysia,MAS,3,0,1,4,17,2,19,30684652,6.19,Asia
1149,2016,Rio de Janeiro,Brazil,Mali,MLI,0,0,0,0,1,1,2,17965448,1.11,Africa
1150,2016,Rio de Janeiro,Brazil,Malta,MLT,0,0,0,0,0,1,1,455356,21.96,Europe
1151,2016,Rio de Janeiro,Brazil,Mauritius,MRI,0,0,0,0,1,1,2,1263473,15.83,Africa
1152,2016,Rio de Janeiro,Brazil,Mexico,MEX,4,2,9,15,37,32,69,123333379,5.59,North America
1153,2016,Rio de Janeiro,Brazil,Republic of Moldova,MDA,0,0,0,0,1,2,3,2802170,10.71,Europe
1154,2016,Rio de Janeiro,Brazil,Mongolia,MGL,0,0,2,2,6,2,8,3056358,26.17,Asia
1155,2016,Rio de Janeiro,Brazil,Montenegro,MNE,0,0,0,0,1,1,2,622303,32.14,Europe
1156,2016,Rio de Janeiro,Brazil,Morocco,MAR,3,2,2,7,18,6,24,35126274,6.83,Africa
1157,2016,Rio de Janeiro,Brazil,Mozambique,MOZ,0,0,1,1,0,1,1,27829930,0.36,Africa
1158,2016,Rio de Janeiro,Brazil,Myanmar,MYA,0,0,0,0,2,0,2,53045199,0.38,Asia
1159,2016,Rio de Janeiro,Brazil,Namibia,NAM,1,2,2,5,7,2,9,2358044,38.17,Africa
1160,2016,Rio de Janeiro,Brazil,Nepal,NEP,0,0,0,0,1,1,2,27263430,0.73,Asia
1161,2016,Rio de Janeiro,Brazil,Netherlands,NED,17,19,26,62,58,62,120,17030314,70.46,Europe
1162,2016,Rio de Janeiro,Brazil,New Zealand,NZL,9,5,7,21,17,12,29,4714100,61.52,Oceania
1163,2016,Rio de Janeiro,Brazil,Nicaragua,NCA,0,0,0,0,2,1,3,6303970,4.76,North America
1164,2016,Rio de Janeiro,Brazil,Niger,NIG,0,0,0,0,1,1,2,20788789,0.96,Africa
1165,2016,Rio de Janeiro,Brazil,Nigeria,NGR,8,2,2,12,9,13,22,185960244,1.18,Africa
1166,2016,Rio de Janeiro,Brazil,North Macedonia,MKD,0,0,0,0,1,1,2,2080746,9.61,Europe
1167,2016,Rio de Janeiro,Brazil,Norway,NOR,3,2,3,8,12,13,25,5234519,47.76,Europe
1168,2016,Rio de Janeiro,Brazil,Oman,OMA,0,0,0,0,1,1,2,4479217,4.47,Asia
1169,2016,Rio de Janeiro,Brazil,Pakistan,PAK,0,0,1,1,1,0,1,203631356,0.05,Asia
1170,2016,Rio de Janeiro,Brazil,Palestine,PLE,0,0,0,0,1,0,1,,,Asia
1171,2016,Rio de Janeiro,Brazil,Panama,PAN,0,0,0,0,1,1,2,4037073,4.95,North America
1172,2016,Rio de Janeiro,Brazil,Papua New Guinea,PNG,0,0,0,0,1,1,2,8271766,2.42,Oceania
1173,2016,Rio de Janeiro,Brazil,Peru,PER,0,0,0,0,5,1,6,30926036,1.94,South America
1174,2016,Rio de Janeiro,Brazil,Philippines,PHI,0,0,1,1,3,2,5,103663812,0.48,Asia
1175,2016,Rio de Janeiro,Brazil,Poland,POL,9,18,12,39,54,36,90,37970087,23.7,Europe
1176,2016,Rio de Janeiro,Brazil,Portugal,POR,0,0,4,4,25,12,37,10325452,35.83,Europe
1177,2016,Rio de Janeiro,Brazil,Puerto Rico,PUR,0,0,0,0,3,1,4,3406672,11.74,North America
1178,2016,Rio de Janeiro,Brazil,Qatar,QAT,0,2,0,2,2,1,3,2654379,11.3,Asia
1179,2016,Rio de Janeiro,Brazil,Romania,ROU,0,0,1,1,9,3,12,19702267,6.09,Europe
1180,2016,Rio de Janeiro,Brazil,Rwanda,RWA,0,0,0,0,1,12,13,11668829,11.14,Africa
1181,2016,Rio de Janeiro,Brazil,Samoa,SAM,0,0,0,0,1,1,2,194540,102.81,Oceania
1182,2016,Rio de Janeiro,Brazil,Sao Tome and Principe,STP,0,0,0,0,1,0,1,203221,49.21,Africa
1183,2016,Rio de Janeiro,Brazil,Saudi Arabia,KSA,0,0,1,1,3,0,3,32443443,0.92,Asia
1184,2016,Rio de Janeiro,Brazil,Senegal,SEN,0,0,0,0,1,1,2,14993514,1.33,Africa
1185,2016,Rio de Janeiro,Brazil,Serbia,SRB,3,2,4,9,13,3,16,7058322,22.67,Europe
1186,2016,Rio de Janeiro,Brazil,Seychelles,SEY,0,0,0,0,1,0,1,94677,105.62,Africa
1187,2016,Rio de Janeiro,Brazil,Sierra Leone,SLE,0,0,0,0,1,0,1,7328846,1.36,Africa
1188,2016,Rio de Janeiro,Brazil,Singapore,SGP,2,0,1,3,4,9,13,5607283,23.18,Asia
1189,2016,Rio de Janeiro,Brazil,Slovakia,SVK,5,3,3,11,21,7,28,5430798,51.56,Europe
1190,2016,Rio de Janeiro,Brazil,Slovenia,SLO,1,1,0,2,7,1,8,2065042,38.74,Europe
1191,2016,Rio de Janeiro,Brazil,Somalia,SOM,0,0,0,0,1,0,1,14185635,0.7,Africa
1192,2016,Rio de Janeiro,Brazil,South Africa,RSA,7,6,4,17,26,18,44,56207649,7.83,Africa
1193,2016,Rio de Janeiro,Brazil,Spain,ESP,9,14,8,31,83,28,111,46484062,23.88,Europe
1194,2016,Rio de Janeiro,Brazil,Sri Lanka,SRI,0,0,1,1,8,1,9,21203000,4.24,Asia
1195,2016,Rio de Janeiro,Brazil,Suriname,SUR,0,0,0,0,1,0,1,564883,17.7,South America
1196,2016,Rio de Janeiro,Brazil,Sweden,SWE,1,4,5,10,39,18,57,9923085,57.44,Europe
1197,2016,Rio de Janeiro,Brazil,Switzerland,SUI,2,2,1,5,14,10,24,8373338,28.66,Europe
1198,2016,Rio de Janeiro,Brazil,Syrian Arab Republic,SYR,0,0,0,0,1,1,2,17465567,1.15,Asia
1199,2016,Rio de Janeiro,Brazil,Tajikistan,TJK,0,0,0,0,1,0,1,8663575,1.15,Asia
1200,2016,Rio de Janeiro,Brazil,Tanzania,TAN,0,0,0,0,1,0,1,,,Africa
1201,2016,Rio de Janeiro,Brazil,Thailand,THA,6,6,6,18,30,15,45,68971313,6.52,Asia
1202,2016,Rio de Janeiro,Brazil,Timor-Leste,TLS,0,0,0,0,1,1,2,1219289,16.4,Asia
1203,2016,Rio de Janeiro,Brazil,Togo,TOG,0,0,0,0,1,0,1,7509952,1.33,Africa
1204,2016,Rio de Janeiro,Brazil,Tonga,TGA,0,0,0,0,1,1,2,101143,197.74,Oceania
1205,2016,Rio de Janeiro,Brazil,Trinidad and Tobago,TTO,1,1,1,3,1,2,3,1377563,21.78,North America
1206,2016,Rio de Janeiro,Brazil,Tunisia,TUN,7,6,6,19,14,17,31,11303942,27.42,Africa
1207,2016,Rio de Janeiro,Brazil,Turkey,TUR,3,1,5,9,46,32,78,79827868,9.77,Europe
1208,2016,Rio de Janeiro,Brazil,Turkmenistan,TKM,0,0,0,0,1,1,2,5662371,3.53,Asia
1209,2016,Rio de Janeiro,Brazil,US Virgin Islands,ISV,0,0,0,0,1,0,1,107516,93.01,North America
1210,2016,Rio de Janeiro,Brazil,Uganda,UGA,0,1,0,1,1,0,1,39649173,0.25,Africa
1211,2016,Rio de Janeiro,Brazil,Ukraine,UKR,41,37,39,117,91,77,168,45004673,37.33,Europe
1212,2016,Rio de Janeiro,Brazil,United Arab Emirates,UAE,2,4,1,7,12,6,18,9360975,19.23,Asia
1213,2016,Rio de Janeiro,Brazil,United States of America,USA,40,44,31,115,154,124,278,323071755,8.6,North America
1214,2016,Rio de Janeiro,Brazil,Uruguay,URU,0,0,0,0,3,1,4,3424139,11.68,South America
1215,2016,Rio de Janeiro,Brazil,Uzbekistan,UZB,8,6,17,31,22,10,32,31847900,10.05,Asia
1216,2016,Rio de Janeiro,Brazil,Venezuela,VEN,0,3,3,6,16,8,24,29851249,8.04,South America
1217,2016,Rio de Janeiro,Brazil,Vietnam,VIE,1,1,2,4,7,4,11,93640435,1.17,Asia
1218,2016,Rio de Janeiro,Brazil,Zimbabwe,ZIM,0,0,0,0,2,3,5,14030338,3.56,Africa
1219,2020,Tokyo,Japan,Afghanistan,AFG,0,0,0,0,1,1,2,38928341,0.51,Asia
1220,2020,Tokyo,Japan,Algeria,ALG,4,4,4,12,35,21,56,43851043,12.77,Africa
1221,2020,Tokyo,Japan,Angola,ANG,0,0,0,0,1,1,2,32866268,0.61,Africa
1222,2020,Tokyo,Japan,Argentina,ARG,0,5,4,9,40,19,59,45376763,13,South America
1223,2020,Tokyo,Japan,Armenia,ARM,0,0,0,0,1,0,1,2963234,3.37,Europe
1224,2020,Tokyo,Japan,Aruba,ARU,0,0,0,0,1,0,1,106766,93.66,North America
1225,2020,Tokyo,Japan,Australia,AUS,21,29,30,80,101,80,181,25687041,70.46,Oceania
1226,2020,Tokyo,Japan,Austria,AUT,1,5,3,9,18,7,25,8917205,28.04,Europe
1227,2020,Tokyo,Japan,Azerbaijan,AZE,14,1,4,19,24,12,36,10110116,35.61,Europe
1228,2020,Tokyo,Japan,Bahrain,BRN,0,0,0,0,1,1,2,1701583,11.75,Asia
1229,2020,Tokyo,Japan,Barbados,BAR,0,0,0,0,1,0,1,287371,34.8,North America
1230,2020,Tokyo,Japan,Belarus,BLR,5,1,1,7,12,7,19,9398861,20.22,Europe
1231,2020,Tokyo,Japan,Belgium,BEL,4,3,8,15,25,9,34,11555997,29.42,Europe
1232,2020,Tokyo,Japan,Benin,BEN,0,0,0,0,1,1,2,12123198,1.65,Africa
1233,2020,Tokyo,Japan,Bermuda,BER,0,0,0,0,0,1,1,63903,156.49,North America
1234,2020,Tokyo,Japan,Bhutan,BHU,0,0,0,0,2,1,3,771612,38.88,Asia
